0.0736,4.0277,1.0000
4.6593,3.6696,1.0000
2.1448,1.9042,1.0000
3.7230,0.5393,1.0000
3.9235,2.4940,1.0000
0.3506,4.1152,1.0000
1.9585,0.5338,0.0000
0.8690,4.2972,1.0000
0.8637,3.9213,1.0000
4.0206,0.4326,1.0000
2.1769,3.9358,1.0000
2.4503,4.3301,1.0000
1.8986,3.1416,1.0000
1.0676,4.2113,1.0000
4.1968,2.8292,1.0000
1.6154,1.7378,0.0000
2.9734,0.6420,1.0000
2.5524,1.4771,1.0000
1.7079,1.6092,0.0000
4.1727,0.8775,1.0000
1.1822,0.8224,0.0000
0.0755,2.1280,0.0000
4.2197,4.5137,1.0000
2.4368,2.1069,1.0000
4.3408,2.6425,1.0000
2.7433,3.2466,1.0000
0.3981,4.1925,1.0000
0.5287,2.6616,0.0000
4.6300,2.7435,1.0000
1.7110,3.6332,1.0000
4.5051,3.0812,1.0000
0.2794,4.3940,1.0000
0.0899,3.3912,1.0000
4.5002,0.7872,1.0000
2.6408,3.5253,1.0000
0.8776,1.2260,0.0000
0.3328,0.7950,0.0000
0.5908,1.4532,0.0000
3.7529,3.4684,1.0000
3.8130,3.2983,1.0000
3.9712,0.7448,1.0000
2.7716,0.1073,0.0000
2.4583,4.2171,1.0000
2.3614,1.4779,1.0000
1.3733,1.9677,0.0000
4.5691,4.8715,1.0000
3.7419,4.9376,1.0000
3.8112,1.4212,1.0000
2.1754,3.6157,1.0000
3.5467,3.3906,1.0000
2.4394,0.7157,0.0000
4.7982,1.1006,1.0000
4.8969,0.6371,1.0000
4.9017,1.8806,1.0000
4.0547,0.0365,1.0000
2.2250,1.2447,0.0000
3.4726,3.3151,1.0000
2.3096,3.5332,1.0000
4.8913,0.4662,1.0000
2.8134,3.3798,1.0000
3.1661,1.3113,1.0000
4.3748,1.2277,1.0000
4.2248,2.3536,1.0000
0.7155,4.1206,1.0000
0.3909,3.9749,1.0000
3.0001,4.3833,1.0000
4.0160,2.0099,1.0000
0.6760,1.3310,0.0000
0.0066,3.2670,1.0000
0.4276,0.8964,0.0000
1.2249,2.0305,0.0000
3.4340,2.2223,1.0000
2.5189,0.4660,0.0000
1.6909,1.0333,0.0000
3.6957,0.0883,1.0000
3.0840,3.4894,1.0000
2.5232,0.2224,0.0000
1.2555,1.1891,0.0000
1.3388,1.3159,0.0000
4.8636,3.9558,1.0000
4.4546,3.5675,1.0000
1.7333,4.7093,1.0000
2.4223,0.9272,0.0000
3.6475,1.2965,1.0000
4.1139,3.7024,1.0000
1.4510,2.2982,1.0000
3.5755,3.3401,1.0000
2.6329,1.0707,1.0000
1.6220,3.4740,1.0000
2.2849,3.5893,1.0000
3.4206,1.7783,1.0000
0.4955,3.4039,1.0000
1.7779,2.8248,1.0000
0.6250,0.7301,0.0000
2.1192,3.3469,1.0000
0.5873,3.8722,1.0000
4.2568,3.3631,1.0000
3.7480,1.1924,1.0000
0.5013,1.6456,0.0000
0.6277,2.0824,0.0000
3.8056,1.4055,1.0000
4.2792,2.2649,1.0000
0.8095,3.2114,1.0000
2.1926,1.6511,1.0000
2.5819,4.9554,1.0000
3.7594,1.4678,1.0000
4.6372,0.9208,1.0000
2.0407,1.8630,1.0000
4.9285,0.0226,1.0000
3.2463,2.5433,1.0000
0.7797,3.2084,1.0000
4.0393,3.8349,1.0000
0.3881,3.9755,1.0000
1.7295,4.2630,1.0000
2.8105,0.3997,1.0000
3.7238,2.8180,1.0000
2.2571,3.1923,1.0000
2.2185,0.1846,0.0000
4.5635,1.4390,1.0000
1.3967,0.2486,0.0000
3.5870,4.5473,1.0000
2.3148,4.0706,1.0000
1.6441,1.9237,0.0000
1.4586,1.4747,0.0000
2.8064,1.6297,1.0000
0.3290,3.4513,1.0000
1.5432,1.9614,0.0000
0.9315,0.2468,0.0000
3.2714,2.1161,1.0000
4.6620,0.0946,1.0000
4.1245,0.0927,1.0000
0.8648,0.0692,0.0000
2.5469,1.7685,1.0000
1.5917,4.8720,1.0000
2.8902,4.6317,1.0000
4.4448,1.6978,1.0000
3.2677,0.9753,1.0000
1.8275,3.4239,1.0000
2.8441,0.4248,1.0000
0.3907,3.8550,1.0000
3.5053,3.2429,1.0000
1.1041,3.9191,1.0000
2.8847,0.7356,1.0000
0.8309,3.1040,1.0000
4.8914,2.9304,1.0000
1.4758,3.5805,1.0000
1.0161,3.2068,1.0000
2.0695,0.1540,0.0000
2.5820,2.5376,1.0000
4.5596,3.5543,1.0000
1.5192,3.2258,1.0000
1.2500,3.2708,1.0000
3.0072,3.0724,1.0000
0.8056,3.5534,1.0000
2.6886,3.7115,1.0000
0.2234,3.6651,1.0000
4.7513,2.9283,1.0000
0.7007,4.6189,1.0000
2.7785,1.3871,1.0000
3.1107,4.2945,1.0000
0.5415,2.7983,1.0000
3.1637,4.6306,1.0000
0.1909,2.5372,0.0000
3.6631,3.2985,1.0000
4.3071,3.2822,1.0000
3.1581,3.0495,1.0000
0.8234,4.2734,1.0000
2.5793,0.1068,0.0000
4.1023,3.4427,1.0000
3.2870,0.2588,1.0000
3.5272,1.6901,1.0000
4.0724,0.7803,1.0000
1.6772,0.5155,0.0000
0.0918,1.6178,0.0000
3.4969,2.0989,1.0000
1.4897,4.6813,1.0000
3.6335,4.8581,1.0000
1.5147,0.9701,0.0000
4.8418,0.3973,1.0000
3.9275,4.7364,1.0000
3.5903,2.8722,1.0000
1.8448,1.4776,0.0000
0.3355,1.8944,0.0000
2.5146,1.2440,1.0000
4.8481,4.9927,1.0000
1.4474,3.0013,1.0000
4.4139,2.9185,1.0000
1.7593,4.2294,1.0000
2.6436,3.0964,1.0000
3.7847,1.4414,1.0000
3.4310,1.3327,1.0000
3.2623,1.2830,1.0000
3.9812,1.7366,1.0000
4.8021,0.8669,1.0000
3.5716,4.2749,1.0000
4.3563,2.6001,1.0000
2.7468,1.4711,1.0000
4.2831,3.8114,1.0000
2.5668,2.5149,1.0000
4.5973,2.8044,1.0000
0.4692,0.5409,0.0000
3.8331,2.6292,1.0000
2.7818,2.1646,1.0000
0.1135,4.0162,1.0000
1.9077,2.3210,1.0000
2.2035,0.6685,0.0000
4.8161,4.7971,1.0000
0.0489,0.2728,0.0000
1.9309,4.9089,1.0000
2.4090,4.6133,1.0000
1.7085,2.4767,1.0000
4.1440,3.2931,1.0000
1.5328,2.2832,1.0000
3.1206,2.0044,1.0000
0.9912,1.1238,0.0000
3.7030,1.0522,1.0000
0.9274,1.4363,0.0000
4.9452,4.9572,1.0000
2.3991,1.0901,0.0000
2.2170,4.4147,1.0000
2.8983,4.5030,1.0000
4.4017,4.0708,1.0000
4.4197,2.5644,1.0000
0.8441,3.8974,1.0000
4.9618,3.3115,1.0000
1.2357,4.6406,1.0000
4.6186,4.6204,1.0000
3.3149,4.6916,1.0000
1.1638,2.8750,1.0000
4.9670,4.9744,1.0000
4.0050,2.9349,1.0000
3.1384,1.9616,1.0000
1.1136,4.4825,1.0000
2.9254,1.7942,1.0000
1.6365,0.8623,0.0000
0.9252,3.3382,1.0000
1.4317,1.5843,0.0000
4.2254,0.4679,1.0000
4.7457,2.0751,1.0000
4.1372,4.1196,1.0000
3.4126,0.2640,1.0000
3.2735,2.2328,1.0000
1.5522,2.5944,1.0000
3.3229,1.9505,1.0000
2.0442,1.0770,0.0000
0.8324,3.1138,1.0000
4.8736,0.4905,1.0000
3.2847,2.9985,1.0000
3.7382,1.5957,1.0000
1.3081,1.4356,0.0000
4.1891,4.2441,1.0000
4.0638,1.3930,1.0000
1.8892,1.4513,0.0000
3.4318,1.1756,1.0000
3.7152,3.9647,1.0000
2.6668,0.8725,1.0000
1.3126,2.8361,1.0000
3.6757,1.0042,1.0000
3.2411,4.5430,1.0000
3.6611,4.4421,1.0000
4.7939,1.3724,1.0000
1.0402,4.5031,1.0000
1.9476,0.5396,0.0000
3.1174,2.3927,1.0000
0.9602,4.5809,1.0000
2.3991,4.9559,1.0000
1.4065,0.2982,0.0000
4.5382,1.4812,1.0000
4.6190,2.4231,1.0000
3.4667,0.5812,1.0000
1.3230,3.3944,1.0000
4.7614,4.1000,1.0000
4.5226,3.8735,1.0000
4.8601,1.1903,1.0000
0.6119,1.2026,0.0000
2.9004,1.8535,1.0000
0.1758,0.6235,0.0000
